(638.938,398.078,1,0) 
(637.813,397.473,1,1) 
(641.667,395.003,1,1) 
(644.463,397.993,1,1) 
(642.64,393.352,1,1) 
(643.229,397.342,1,1) 
(641.776,394.134,1,1) 
(648.001,391.732,1,0) 
(645.466,393.633,1,1) 
(645.057,390.959,1,1) 
(646.656,393.42,1,1) 
(646.756,393.265,1,1) 
(647.572,392.162,1,1) 
(643.459,391.305,1,1) 
(646.023,393.528,1,1) 
(643.599,391.941,1,1) 
(640.949,392.857,1,1) 
(646.718,395.326,2,0) 
(644.72,395.026,2,1) 
(649.768,398.675,2,1) 
(649.223,395.739,2,1) 
(650.554,395.373,2,1) 
(652.546,395.698,2,1) 
(640.942,393.024,2,1) 
(646.999,392.688,1,0) 
(648.968,392.633,1,1) 
(646.805,392.009,1,1) 
(650.973,392.577,1,1) 
(652.712,391.15,1,1) 
(645.183,390.979,1,1) 
(643.037,390.633,1,1) 
(646.663,388.365,1,1) 
(645.151,392.604,1,0) 
(649.463,390.786,1,1) 
(648.334,391.748,1,1) 
(652.668,391.291,1,1) 
(648.695,389.632,1,1) 
(645.771,393.3,1,1) 
(646.181,392.556,1,1) 
(644.63,389.911,1,1) 
(643.147,391.2,1,1) 
(637.65,391.434,1,1) 
(642.4,390.922,1,0) 
(648.262,392.171,1,1) 
(650.054,392.873,1,1) 
(651.094,390.889,1,1) 
(643.883,391.422,1,1) 
(645.754,391.194,1,1) 
(639.529,391.598,1,1) 
(637.343,392.236,1,1) 
(637.721,395.887,1,0) 
(637.327,395.898,1,1) 
(641.032,395.687,1,1) 
(640.537,396.118,1,1) 
(648.199,394.387,1,1) 
(649.997,394.77,1,1) 
(639.529,393.98,1,1) 
(637.319,394.125,1,1) 
(651.941,391.286,1,0) 
(652.234,392.325,1,1) 
(656.666,392.75,1,1) 
(658.217,393.555,1,1) 
(659.462,393.151,1,1) 
(654.976,392.645,1,1) 
(650.96,394.743,1,1) 
(641.033,389.823,1,0) 
(640.23,393.311,1,1) 
(642.334,392.054,1,1) 
(645.672,388.971,1,1) 
(644.187,389.836,1,1) 
(645.377,388.401,1,1) 
(644.276,389.876,1,1) 
(643.186,388.222,1,1) 
(637.293,391.794,1,0) 
(645.229,388.739,1,1) 
(645.313,391.652,1,1) 
(644.63,389.911,1,1) 
(646.997,390.089,1,1) 
(646.423,392.704,1,1) 
(651.585,391.837,1,1) 
(652.264,392.041,1,1) 
(643.037,390.633,1,1) 
(634.163,389.528,1,1) 
(645.384,392.339,2,0) 
(640.761,395.57,2,1) 
(641.701,391.908,2,1) 
(639.32,392.903,2,1) 
(643.065,393.159,2,1) 
(648.279,392.652,2,1) 
(650.371,389.654,2,1) 
(649.536,391.751,2,1) 
(641.041,391.772,2,1) 
(643.455,392.787,1,0) 
(641.509,392.842,1,1) 
(639.965,393.848,1,1) 
(651.088,392.573,1,1) 
(648.176,393.996,1,1) 
(650.368,396.685,1,1) 
(646.773,391.71,1,1) 
(652.427,393.799,1,0) 
(649.527,391.118,1,1) 
(652.94,392.325,1,1) 
(657.823,391.843,1,1) 
(660.444,392.853,1,1) 
(659.047,392.478,1,1) 
(654.783,391.17,1,1) 
(649.761,393.152,1,1) 
(651.423,389.898,1,1) 
(648.484,386.554,1,1) 
(651.224,389.97,1,0) 
(656.552,387.754,1,1) 
(656.942,389.28,1,1) 
(656.682,389.528,1,1) 
(641.812,390.667,1,0) 
(647.948,389.412,1,1) 
(652.173,390.968,1,1) 
(649.27,389.792,1,1) 
(647.441,391.111,1,1) 
(644.652,389.432,1,1) 
(647.103,390.158,1,0) 
(654.949,390.119,1,1) 
(653.555,390.555,1,1) 
(654.949,392.032,1,1) 
(653.298,388.967,1,1) 
(655.896,388.773,1,1) 
(648.232,390.623,1,1) 
(651.47,391.239,2,0) 
(653.337,393.177,2,1) 
(658.492,390.922,2,1) 
(660.531,395.094,2,1) 
(654.356,391.832,2,1) 
(657.894,394.838,2,1) 
(654.723,390.546,2,1) 
(650.11,388.991,1,0) 
(653.826,389.093,1,1) 
(651.211,387.515,1,1) 
(652.181,388.407,1,1) 
(657.215,390.236,1,1) 
(656.31,390.133,1,1) 
(654.3,388.939,1,1) 
(652.006,389.917,1,1) 
(646.874,392.556,1,0) 
(648.307,394.423,1,1) 
(652.267,395.356,1,1) 
(656.478,394.982,1,1) 
(651.504,394.999,1,1) 
(652.051,392.94,1,1) 
(648.382,394.815,1,1) 
(639.919,393.608,1,1) 
(643.699,395.957,2,0) 
(645.626,395.82,2,1) 
(653.319,394.283,2,1) 
(646.15,393.696,2,1) 
(648.071,395.808,2,1) 
(642.521,397.506,1,0) 
(649.574,395.766,1,0) 
(647.43,396.141,1,0) 
(651.688,394.413,1,1) 
(646.503,394.218,1,1) 
(645.208,395.237,1,1) 
(647.881,394.829,1,1) 
(650.685,403.413,1,0) 
(654.599,403.5,1,1) 
(647.871,404.141,1,1) 
(647.182,395.932,1,0) 
(646.802,395.762,1,1) 
(649.499,395.375,1,1) 
(647.686,395.557,1,1) 
(645.992,394.882,1,1) 
(650.417,393.985,1,1) 
(646.479,394.095,1,1) 
(654.794,394.094,1,0) 
(651.624,392.992,1,1) 
(653.203,394.464,1,1) 
(655.219,393.902,1,1) 
(660.989,394.856,1,1) 
(655.589,395.598,1,1) 
(656.677,395.233,1,1) 
(656.652,395.512,1,1) 
(653.611,390.027,1,0) 
(651.701,390.39,1,1) 
(653.096,388.185,1,1) 
(657.406,389.689,1,1) 
(658.133,391.293,1,1) 
(656.567,388.087,1,1) 
(658.226,390.995,1,1) 
(658.226,390.995,1,1) 
(652.942,390.665,1,1) 
(646.322,389.515,1,1) 
(649.114,397.793,1,0) 
(638.794,391.618,1,0) 
(646.619,384.322,2,0) 
(645.512,387.056,2,1) 
(646.686,386.301,2,1) 
(650.258,387.026,2,1) 
(648.105,387.075,2,1) 
(655.663,387.842,2,1) 
(651.268,384.057,2,1) 
(648.51,384.135,2,1) 
(650.011,384.66,2,1) 
(640.561,384.586,2,1) 
(642.21,397.803,1,0) 
(640.649,397.378,1,1) 
(642.436,396.471,1,1) 
(646.701,394.285,1,1) 
(644.206,392.266,1,1) 
(646.5,392.899,1,1) 
(642.519,393.68,1,1) 
(641.22,395.557,1,1) 
(641.413,392.98,1,1) 
(641.126,391.499,1,1) 
(639.765,389.346,2,0) 
(645.036,390.732,2,1) 
(645.014,391.3,2,1) 
(650.869,394.746,2,1) 
(650.911,392.122,2,1) 
(660.014,394.107,2,1) 
(659.51,393.637,2,1) 
(651.427,391.017,2,1) 
(648.201,391.276,2,1) 
(644.911,392.128,1,0) 
(658.533,393.719,1,1) 
(659.134,387.871,1,1) 
(658.85,388.312,1,1) 
(662.156,390.264,1,1) 
(658.492,390.922,1,1) 
(652.135,390.772,1,1) 
(648.331,392.921,1,1) 
(649.06,393.112,1,0) 
(653.432,389.104,1,1) 
(654.481,392.478,1,1) 
(654.871,387.753,1,1) 
(646.701,391.149,1,1) 
(646.343,389.302,1,1) 
(645.024,388.17,1,1) 
(652.477,389.285,1,0) 
(652.477,389.285,1,1) 
(652.705,390.94,1,1) 
(657.462,388.784,1,1) 
(661.698,390.701,1,1) 
(656.362,390.26,1,1) 
(642.852,389.675,1,0) 
(641.019,392.133,1,1) 
(641.821,389.719,1,0) 
(642.888,389.863,1,1) 
(643.974,392.291,1,1) 
(647.047,390.521,1,1) 
(648.419,387.413,1,0) 
(653.084,387.643,1,1) 
(651.797,388.84,1,1) 
(651.678,388.224,1,0) 
(651.003,390.874,1,1) 
(653.095,387.518,1,0) 
(651.69,387.005,1,1) 
(655.339,389.747,1,0) 
(636.679,389.999,1,0) 
(637.624,393.086,1,1) 
(641.72,397.295,1,1) 
(646.707,396.703,1,1) 
(650.682,397.083,1,1) 
(646.814,393.776,1,1) 
(644.334,390.597,1,1) 
(648.108,389.624,1,0) 
(651.558,390.394,1,1) 
(651.857,389.148,1,1) 
(648.163,388.478,1,1) 
(651.238,386.737,1,1) 
(653.413,390.775,1,1) 
(649.917,389.357,1,1) 
(647.439,394.842,1,0) 
(645.501,393.813,1,1) 
(647.269,393.402,1,1) 
(647.219,392.546,1,1) 
(653.045,390.786,1,1) 
(646.799,395.066,1,1) 
(640.119,391.662,1,1) 
(638.261,394.589,1,0) 
(644.571,393.347,1,1) 
(645.49,394.355,1,1) 
(648.836,389.568,1,1) 
(647.088,393.15,1,1) 
(644.89,389.793,1,1) 
(642.749,392.326,1,1) 
(647.302,390.768,1,0) 
(642.402,390.53,1,1) 
(652.677,390.796,1,1) 
(651.464,391.209,1,1) 
(649.09,390.66,1,1) 
(648.411,389.76,1,1) 
(646.469,388.537,1,1) 
(644.545,390.47,1,0) 
(645.297,393.882,1,1) 
(655.484,392.45,1,1) 
(653.833,391.33,1,1) 
(654.473,394.825,1,1) 
(652.157,390.016,1,1) 
(642.309,390.963,1,1) 
(648.718,387.766,1,0) 
(657.845,390.76,1,1) 
(655.433,390.785,1,1) 
(659.251,388.476,1,1) 
(653.609,387.973,1,1) 
